QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,CorrectAnswer,QuestionText,AnswerText,MisconceptionName
928,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,B,"How would you describe the movement to get from the star to the triangle? ![Positive coordinate grid from 0 to 5 in the x and y directions with a gold star at (1,4) and a purple triangle at (4,3)]()","\( 4 \) squares right,
\( 1 \) square down","When describing a translation, counts the corners of squares (including the starting one) rather than the number of jumps between squares."
928,2708,Describe simple directions to translate a shape or object using words not vectors,95,Translation and Vectors,B,"How would you describe the movement to get from the star to the triangle? ![Positive coordinate grid from 0 to 5 in the x and y directions with a gold star at (1,4) and a purple triangle at (4,3)]()","\( 3 \) squares down,
\( 1 \) square right","When describing a translation, identifies the correct number of jumps but mixes up the directions ."
929,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,A,When factorising \( x^{2}+6 x+8 \) we need two numbers that:,Add to give \( 6 x \) and multiply to give \( 8 \),"When factorising into double brackets, believes the sum of the two values in the brackets equals bx rather than b"
929,1428,Factorise a quadratic expression in the form x² + bx + c,53,Factorising into a Double Bracket,A,When factorising \( x^{2}+6 x+8 \) we need two numbers that:,Add to give \( 8 \) and multiply to give \( 6 \),"Does not know that to factorise a quadratic expression, to find two numbers that add to give the coefficient of the x term, and multiply to give the non variable term
"
930,3349,Identify and represent sets using set notation,111,Probability of Single Events,A,"Tom and Katie are discussing the probability spinner

Tom says the sample space can be written as: \( S=\{1,2\} \)

Katie says the sample space can be written as: \( S=\{1,1,2,2,2\} \)
Who do you agree with? ![Circle divided into 5 equal sections. 2 sections labelled with a blue number 1. 3 sections labelled with a red number 2.]()","Only
Katie","Believes a sample space should show repeated outcomes, not just unique possible outcomes."
931,1263,Recognise and name a formula,157,Writing Formula,B,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Equation,Confuses a formula with an equation
931,1263,Recognise and name a formula,157,Writing Formula,B,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Variable,Confuses a variable with a formula
931,1263,Recognise and name a formula,157,Writing Formula,B,Which of the following is the most appropriate word to describe: \( A=\frac{b h}{2} \) ![A triangle with base labelled b and height labelled h.](),Expression,Confuses a formula with an expression
932,206,Round integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 650 \),Rounds to the wrong degree of accuracy (rounds too much)
932,206,Round integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 600 \),Rounds to the wrong degree of accuracy (rounds too much)
932,206,Round integers to the nearest 10,213,"Rounding to the Nearest Whole (10, 100, etc)",A,What is \( 637 \) rounded to the nearest \( 10 \) ?,\( 630 \),Rounds down instead of up
933,919,Determine if a given point lies on a line,257,Plotting Lines from Tables of Values,A,"Tom and Katie are arguing about points on the line
\[
y=2 x-3
\]

Tom says \( (5,7) \) lies on the line \( \boldsymbol{y}=\mathbf{2} \boldsymbol{x}-\mathbf{3} \)

Katie says \( (-5,-7) \) lies on the line \( \boldsymbol{y}=\mathbf{2 x}-\mathbf{3} \)

Who is correct?",Both Tom and Katie,Believes subtracting a positive number from a negative number makes the answer less negative
934,908,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",257,Plotting Lines from Tables of Values,C,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 20 \),"When solving an equation, uses the same operation rather than the inverse."
934,908,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",257,Plotting Lines from Tables of Values,C,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 3 \),Believes 0 multiplied by a number gives the number
934,908,"Given a positive x value, find a y value in a table of values for lines in the form ax + by = c",257,Plotting Lines from Tables of Values,C,"\begin{tabular}{|l|l|l|l|l|l|}
\hline\( x \) & \( 0 \) & \( 1 \) & \( 2 \) & \( 3 \) & \( 4 \) \\
\hline\( y \) & \( \color{gold}\bigstar \) &   
\end{tabular} This is a table of values for \( 4 x+2 y=10 \) 
What should replace the star?",\( 2.5 \),Mixes up the value of two terms when substituting
935,1450,Substitute a solution back into the remaining equation and find the second solution,63,Simultaneous Equations,D,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=1 \),Believes dividing a negative by a positive gives a positive answer
935,1450,Substitute a solution back into the remaining equation and find the second solution,63,Simultaneous Equations,D,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=9 \),Ignores the negative signs when adding positive and negative numbers
935,1450,Substitute a solution back into the remaining equation and find the second solution,63,Simultaneous Equations,D,"Isaac is halfway through solving a pair of simultaneous equations, one of which is below.

\(
2 j-k=-10
\)

Isaac found that \( k=8 \)
What does \( j \) equal?",\( j=-9 \),"When solving an equation, uses the same operation rather than the inverse."
936,1431,Factorise a quadratic expression in the form x² - bx - c,53,Factorising into a Double Bracket,A,"Tom and Katie are arguing about factorising. Tom says \( x^{2}+5 x+6 \equiv(x+3)(x+2) \) 
Katie says \( x^{2}-5 x-6 \equiv(x-3)(x-2) \) 
Who is correct?",Both Tom and Katie,Believes multiplying two negatives gives a negative answer
937,216,Round decimals to the nearest whole number,213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{9 0 . 6 8 2} \) rounded to the nearest integer?,\( 90 \),Rounds down instead of up
937,216,Round decimals to the nearest whole number,213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{9 0 . 6 8 2} \) rounded to the nearest integer?,\( 90.7 \),Rounds to the wrong degree of accuracy (rounds too much)
937,216,Round decimals to the nearest whole number,213,"Rounding to the Nearest Whole (10, 100, etc)",C,What is \( \mathbf{9 0 . 6 8 2} \) rounded to the nearest integer?,\( 92 \),Rounds incorrectly by changing multiple place values
938,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",\( -28 \),Counts on in the wrong direction on a number line
938,246,Carry out addition problems involving one negative integer,211,Adding and Subtracting Negative Numbers,B,"Peter is counting up in threes. He starts at \( -16 \)
What is the \( 5^{\text {th }} \) number he says?",\( -31 \),Counts on in the wrong direction on a number line
939,1137,Use a linear sequence expressed as a pattern to make a prediction about another term in the sequence other than the next one,171,Linear Sequences (nth term),B,"Tom and Katie are discussing this sequence. ![The first 3 patterns in a sequence are shown. The first pattern is a blue rectangle with 6 yellow circles attached to its perimeter: 2 circles on each of the longer sides and 1 circle on each of the shorter sides. 
Pattern 2 is made up of 2 blue rectangles, attached together in a row by their short edges. There are also 10 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to the other rectangle). 
Pattern 3 is made up of 3 blue rectangles, attached together in a row by their short edges. There are also 14 yellow circles in this pattern, attached to the perimeter of the rectangles: 2 circles on every longer side of each rectangle and 1 circle on each of the two free shorter sides (i.e. that are not attached to another rectangle).]() Tom says the number of circles in the \( 10^{\text {th }} \) term will be 
double the number of circles in the \( 5^{\text {th }} \) term.

Katie says the number of rectangles in the \( 10^{\text {th }} \) term will be 
double the number of rectangles in the \( 5^{\text {th }} \) term.

Who do you agree with?",Both Tom and Katie,Believes there is a multiplicative relationship between values of terms in a linear sequence e.g. 10th term is double 5th term
940,3318,Understand the relationship between parts of a ratio,334,Writing Ratios,C,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Only Tom,Does not understand that in the ratio 1:n the total number of parts would be 1+n 
940,3318,Understand the relationship between parts of a ratio,334,Writing Ratios,C,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Only Katie,Does not understand that in a ratio 1:n that one part of the ratio would be n times bigger than the one part
940,3318,Understand the relationship between parts of a ratio,334,Writing Ratios,C,"Tom and Katie are arguing about the information on the right.

Tom says there are \( 9 \) times as many students as teachers.

Katie says one in ten people are teachers.
Who is correct? On a school trip, the ratio of teachers to students is:
teachers : students
\(
1: 9
\)",Neither is correct,Does not understand that in the ratio 1:n the total number of parts would be 1+n 
941,1501,Carry out the first stage in an iteration solution,69,Trial and Improvement and Iterative Methods,A,"\(
x_{n+1}=10-\frac{1}{x_{n}}
\)

Using a starting value of \( x_{1}=4 \), what is the value of \( x_{2} \) ?",\( 9.8974 \ldots \),When asked for a specific term in a sequence gives the term after
942,1007,"Given a sketch of a quadratic graph in the form (x + p)² + q, work out its completed the square form",267,Sketching from Completing the Square Form,A,What is the equation of this curve? ![A set of axes with a quadratic graph drawn on. The graph is y=x^2 translated 2 squares to the left and 5 squares down.](),\( y=(x+2)^{2}+5 \),Believes you can square root a negative number
